1,choa chu kang avenue 4 (block 438),1.384251,103.739745,1,5,139,191011,10
1,choa chu kang avenue 4 (block 439),1.3837981,103.7398544,1,5,139,191011,10
1,choa chu kang central (block 353),1.3821874,103.7435594,1,5,139,191011,10
1,choa chu kang central (block 354),1.382631,103.743587,1,5,139,191011,10
1,choa chu kang central (block 355),1.383082,103.7438709,1,5,139,191011,10
3,jalan eunos,1.3243633,103.9054879,2,3,132,191011,10
6,jalan ismail,1.3230901,103.9069876,2,3,132,191011,10
11,jalan kechot,1.3219966,103.9068967,2,3,132,191011,10
2,jalan rahmat,1.3213009,103.9079718,2,3,132,191011,10
11,jalan yasin,1.3209405,103.906296,2,3,132,191011,10
1,lengkong tiga (block 102),1.325616,103.910638,2,3,132,191011,10
1,lengkong tiga (block 104),1.3258321,103.9099275,2,3,132,191011,10
2,lengkong tiga (block 106),1.325153,103.909949,2,3,132,191011,10
3,lengkong tiga (block 110),1.323515,103.910986,2,3,132,191011,10
4,lengkong tiga (block 111),1.324252,103.911176,2,3,132,191011,10
5,lengkong tiga (block 112),1.3236583,103.9111238,2,3,132,191011,10
2,lengkong tiga (block 113),1.323661,103.911908,2,3,132,191011,10
3,lengkong tiga (block 114),1.3233082,103.9120539,2,3,132,191011,10
11,lorong marican,1.3221289,103.9083916,2,3,132,191011,10
26,lorong marzuki,1.3224371,103.9089213,2,3,132,191011,10
19,lorong melayu,1.3232502,103.9099563,2,3,132,191011,10
6,lorong mydin,1.321216,103.9112849,2,3,132,191011,10
13,lorong sarina,1.3197205,103.9077415,2,3,132,191011,10
3,lorong sarina (casa sarina),1.320449,103.907091,2,3,132,191011,10
1,jalan grisek,1.324459,103.9179367,3,14,59,191011,10
1,jalan kembangan,1.3229846,103.9135542,3,14,59,191011,10
4,jalan krian,1.324161,103.915626,3,14,59,191011,10
6,jalan lapang,1.322854,103.91659,3,14,59,191011,10
7,jalan sayang,1.322645,103.915034,3,14,59,191011,10
7,jalan selamat,1.3248603,103.9155274,3,14,59,191011,10
21,jalan senang,1.326895,103.916294,3,14,59,191011,10
7,jalan sentosa,1.3229375,103.9173352,3,14,59,191011,10
3,jalan senyum,1.3226043,103.9143789,3,14,59,191011,10
1,jalan waringin,1.3230531,103.9181275,3,14,59,191011,10
1,waringin park,1.322232,103.9183677,3,14,59,191011,10
1,lorong lew lian (block 3),1.3505557,103.8760861,4,3,46,191011,10
1,lorong lew lian (block 4),1.350291,103.876432,4,3,46,191011,10
1,lorong lew lian (block 6),1.349461,103.877283,4,3,46,191011,10
1,lorong lew lian (block 7),1.349081,103.876999,4,3,46,191011,10
1,lorong lew lian (block 8),1.34887,103.876741,4,3,46,191011,10
2,lew lian vale (jade residences),1.349176,103.877988,4,3,46,191011,10
1,lorong ong lye,1.3479061,103.8790304,4,3,46,191011,10
1,lorong ong lye (rosalia park),1.349385,103.879195,4,3,46,191011,10
1,serangoon avenue 1,1.3475469,103.8747719,4,3,46,191011,10
2,serangoon avenue 1 (block 426),1.3478327,103.8759765,4,3,46,191011,10
7,serangoon avenue 1 (block 425),1.3482045,103.8765353,4,3,46,191011,10
1,serangoon avenue 1 (block 426),1.3478327,103.8759765,4,3,46,191011,10
1,serangoon central (block 411),1.348528,103.873759,4,3,46,191011,10
2,serangoon central (block 413),1.349186,103.873913,4,3,46,191011,10
1,serangoon central (block 414),1.349008,103.87429,4,3,46,191011,10
1,serangoon central (block 415),1.34968,103.874517,4,3,46,191011,10
2,serangoon central (block 418),1.349662,103.8752,4,3,46,191011,10
3,serangoon central (block 421),1.348844,103.875143,4,3,46,191011,10
1,serangoon central (block 423),1.3485302,103.8754995,4,3,46,191011,10
3,serangoon central (block 424),1.3481168,103.8754789,4,3,46,191011,10
5,serangoon central (block 427),1.3478304,103.8751534,4,3,46,191011,10
7,serangoon terrace,1.347866,103.877636,4,3,46,191011,10
1,compassvale lane (block 207b),1.384789,103.898214,5,4,42,191011,10
1,compassvale lane (block 209c),1.383998,103.899085,5,4,42,191011,10
1,compassvale lane (block 210a),1.38473,103.900014,5,4,42,191011,10
1,compassvale lane (block 210c),1.384342,103.899435,5,4,42,191011,10
1,compassvale link (block 267a),1.383001,103.897782,5,4,42,191011,10
1,rivervale drive (block 117a),1.383171,103.902613,5,4,42,191011,10
1,rivervale drive (block 117b),1.3837759,103.902711,5,4,42,191011,10
2,rivervale drive (block 117c),1.383378,103.903215,5,4,42,191011,10
1,rivervale drive (block 119b),1.384302,103.902851,5,4,42,191011,10
7,rivervale link (park green),1.380717,103.899960,5,4,42,191011,10
1,rivervale walk (block 101),1.382678,103.899465,5,4,42,191011,10
2,rivervale walk (block 102),1.3819893,103.9007026,5,4,42,191011,10
3,rivervale walk (block 103),1.3824486,103.9012119,5,4,42,191011,10
1,rivervale walk (block 104),1.382713,103.900848,5,4,42,191011,10
2,rivervale walk (block 105),1.382205,103.900714,5,4,42,191011,10
1,rivervale walk (block 107),1.383095,103.900379,5,4,42,191011,10
1,rivervale walk (block 108),1.382912,103.899859,5,4,42,191011,10
5,rivervale walk (block 109),1.3831541,103.8996724,5,4,42,191011,10
5,rivervale walk (block 110),1.3838059,103.8999572,5,4,42,191011,10
2,sengkang east avenue (austville residences),1.381038,103.901239,5,4,42,191011,10
2,sengkang east avenue (riversound residences),1.381246,103.902502,5,4,42,191011,10
8,lorong 1 toa payoh (block 236),1.340580,103.852202,6,4,39,191011,10
1,lorong 1 toa payoh (block 237),1.339934,103.851972,6,4,39,191011,10
4,lorong 1 toa payoh (block 238),1.340346,103.851406,6,4,39,191011,10
4,lorong 1 toa payoh (block 239),1.340451,103.851013,6,4,39,191011,10
3,lorong 1 toa payoh (block 240),1.340921,103.850720,6,4,39,191011,10
4,toa payoh north (block 199),1.342120,103.850296,6,4,39,191011,10
3,toa payoh north (block 200),1.341443,103.851095,6,4,39,191011,10
9,toa payoh north (block 201),1.3413764,103.8503399,6,4,39,191011,10
1,toa payoh north (block 202),1.3414861,103.8495995,6,4,39,191011,10
2,toa payoh north (block 204),1.341526,103.848966,6,4,39,191011,10
6,jalan chegar,1.3538189,103.8388716,7,2,38,191011,10
5,jalan hari raya,1.3538871,103.8382989,7,2,38,191011,10
1,jalan isnin,1.353188,103.8371347,7,2,38,191011,10
10,jalan khamis,1.3536753,103.837867,7,2,38,191011,10
2,jalan minggu,1.3541633,103.8366619,7,2,38,191011,10
8,jalan pintau,1.35424,103.8394643,7,2,38,191011,10
1,jalan rabu,1.3534044,103.8375321,7,2,38,191011,10
5,sin ming road (block 25),1.3549422,103.8376365,7,2,38,191011,10
1,fort road (fulcrum),1.298678,103.884904,8,11,25,191011,10
1,fort road (one fort),1.300234,103.885123,8,11,25,191011,10
1,jalan batu (block 8),1.302676,103.883171,8,11,25,191011,10
2,jalan batu (block 10),1.3020735,103.8828675,8,11,25,191011,10
3,jalan batu (block 11),1.3017196,103.8825705,8,11,25,191011,10
4,kampong arang road (block 12),1.3008532,103.8837193,8,11,25,191011,10
9,kampong arang road (block 14),1.300244,103.884201,8,11,25,191011,10
1,tanjong rhu road (emerald east),1.299602,103.883970,8,11,25,191011,10
2,tanjong rhu road (la ville),1.299354,103.884397,8,11,25,191011,10
1,tanjong rhu road,1.2974236,103.876491,8,11,25,191011,10
1,jurong west street 61 (block 625),1.341437,103.698923,9,7,21,191011,10
2,jurong west street 61 (block 637),1.341546,103.697842,9,7,21,191011,10
1,jurong west street 61 (block 639),1.340770,103.696839,9,7,21,191011,10
1,jurong west street 61 (block 640),1.340124,103.696468,9,7,21,191011,10
4,jurong west street 61 (block 641),1.340733,103.696171,9,7,21,191011,10
2,jurong west street 61 (block 642),1.340469,103.695923,9,7,21,191011,10
3,jurong west street 61 (block 643),1.339332,103.6957136,9,7,21,191011,10
3,jurong west street 61 (block 644),1.339318,103.696097,9,7,21,191011,10
2,jurong west street 61 (block 645),1.339316,103.696560,9,7,21,191011,10
1,jurong west street 61 (block 646),1.339528,103.696916,9,7,21,191011,10
1,jurong west street 65 (block 617),1.340940,103.700482,9,7,21,191011,10
6,nim road,1.382431,103.8633118,10,4,21,191011,10
15,nim road (nim gardens),1.381601,103.862859,10,4,21,191011,10
4,tampines street 34 (block 364),1.357037,103.959923,11,5,20,191011,10
2,tampines street 34 (block 365),1.357679,103.960561,11,5,20,191011,10
11,tampines street 34 (block 366),1.357620,103.961390,11,5,20,191011,10
1,tampines street 34 (block 367),1.3581446,103.9602324,11,5,20,191011,10
2,tampines street 34 (block 368),1.3586541,103.9611669,11,5,20,191011,10
3,almond avenue,1.3723776,103.7728789,12,5,17,191011,10
1,almond crescent,1.3730612,103.7729822,12,5,17,191011,10
7,almond street,1.372303,103.772362,12,5,17,191011,10
2,chestnut avenue,1.370817,103.77682,12,5,17,191011,10
1,petir road (block 205),1.3734052,103.7738731,12,5,17,191011,10
1,petir road (block 206),1.373677,103.774066,12,5,17,191011,10
1,petir road (block 218),1.374505,103.773478,12,5,17,191011,10
1,petir road (block 219),1.3741509,103.772696,12,5,17,191011,10
2,rivervale crescent (block 150),1.392491,103.906101,13,8,17,191011,10
1,rivervale crescent (block 185c),1.3930368,103.9063552,13,8,17,191011,10
3,rivervale drive (block 186a),1.392916,103.905784,13,8,17,191011,10
2,rivervale drive (block 186b),1.392704,103.905280,13,8,17,191011,10
8,rivervale drive (block 186c),1.392822,103.905160,13,8,17,191011,10
1,rivervale drive (block 186d),1.393236,103.905738,13,8,17,191011,10
1,bedok reservoir road (block 635),1.33074,103.904784,14,2,13,191011,10
1,bedok reservoir road (block 640),1.332034,103.904959,14,2,13,191011,10
3,bedok reservoir road (block 641),1.3318287,103.9052503,14,2,13,191011,10
1,bedok reservoir road (block 644),1.330783,103.905378,14,2,13,191011,10
1,jalan damai (block 671),1.332457,103.908765,14,2,13,191011,10
2,jalan tenaga (block 645),1.331614,103.906714,14,2,13,191011,10
1,jalan tenaga (block 647),1.332131,103.905875,14,2,13,191011,10
2,jalan tenaga (block 648),1.332585,103.905539,14,2,13,191011,10
1,jalan tenaga (block 654),1.3329979,103.9068999,14,2,13,191011,10
1,jalan mariam,1.3620964,103.969708,15,4,11,191011,10
6,loyang rise,1.363207,103.964798,15,4,11,191011,10
4,loyang view,1.3643145,103.9666893,15,4,11,191011,10
1,lorong k telok kurau (la vida @ 130),1.313650,103.914738,16,3,10,191011,10
7,lorong l telok kurau,1.3118335,103.9110688,16,3,10,191011,10
2,lorong l telok kurau (pinehurst condominium),1.312485,103.915027,16,3,10,191011,10
10,loyang avenue (loyang valley),1.378265,103.9562698,17,2,10,191011,10
1,ang mo kio avenue 5 (block 520),1.373385,103.851224,18,7,7,191011,10
2,ang mo kio avenue 5 (block 521),1.373532,103.851676,18,7,7,191011,10
1,ang mo kio avenue 5 (block 533),1.3741986,103.853047,18,7,7,191011,10
1,ang mo kio avenue 8 (block 505),1.374855,103.849951,18,7,7,191011,10
1,ang mo kio avenue 8 (block 506),1.374433,103.848734,18,7,7,191011,10
1,ang mo kio avenue 8 (block 511),1.373608,103.85007,18,7,7,191011,10
4,chempaka kuning link (the springfield),1.332533,103.948888,19,2,7,191011,10
1,jalan chempaka kuning,1.3310976,103.9495789,19,2,7,191011,10
2,upper changi road,1.3343875,103.950726,19,2,7,191011,10
3,senja road (block 629),1.386599,103.759277,20,3,7,191011,10
1,senja road (block 631),1.3867058,103.7601941,20,3,7,191011,10
1,senja road (block 633a),1.385559,103.758274,20,3,7,191011,10
1,senja road (block 635b),1.386713,103.757736,20,3,7,191011,10
1,senja road (block 636c),1.387393,103.758925,20,3,7,191011,10
1,simei street 1 (block 106),1.3416578,103.9508826,21,1,7,191011,10
1,simei street 1 (block 107),1.342174,103.9504259,21,1,7,191011,10
1,simei street 1 (block 108),1.3430235,103.9509542,21,1,7,191011,10
1,simei street 1 (block 112),1.343101,103.949504,21,1,7,191011,10
2,simei street 1 (block 116),1.343658,103.9512787,21,1,7,191011,10
1,simei street 5 (block 247),1.344307,103.9535,21,1,7,191011,10
1,admiralty link (block 402),1.453814,103.8156039,22,3,6,191011,10
2,admiralty link (block 405),1.4533699,103.8160018,22,3,6,191011,10
2,sembawang drive (block 472),1.4517311,103.8161186,22,3,6,191011,10
1,sembawang drive (block 481),1.4527645,103.815155,22,3,6,191011,10
3,ang mo kio avenue 4 (block 178),1.376304,103.83687,23,5,6,191011,10
2,ang mo kio avenue 5 (block 179),1.3759289,103.839148,23,5,6,191011,10
1,ang mo kio avenue 5 (block 182),1.377331,103.836343,23,5,6,191011,10
1,choa chu kang street 51 (block 517),1.390704,103.742981,24,6,6,191011,10
3,choa chu kang street 51 (block 518),1.390901,103.742336,24,6,6,191011,10
1,choa chu kang street 51 (block 526),1.3915482,103.7419199,24,6,6,191011,10
1,choa chu kang street 51 (block 530),1.392736,103.741852,24,6,6,191011,10
3,gangsa road (block 102),1.379088,103.768065,25,6,6,191011,10
3,gangsa road (block 111),1.378146,103.768197,25,6,6,191011,10
1,jalan awang,1.323722,103.906250,26,3,6,191011,10
3,jalan ishak,1.3250645,103.9078557,26,3,6,191011,10
1,lorong marican,1.3221289,103.9083916,26,3,6,191011,10
1,lorong salleh,1.3237016,103.9068807,26,3,6,191011,10
4,jalan menarong,1.3709941,103.8298802,27,2,6,191011,10
1,jalan rukam,1.3716809,103.8301916,27,2,6,191011,10
1,jalan chempedak,1.3710375,103.8294069,27,2,6,191011,10
1,lorong 1 toa payoh (block 117),1.340045,103.845214,28,3,6,191011,10
2,lorong 1 toa payoh (block 118),1.339572,103.844836,28,3,6,191011,10
2,lorong 2 toa payoh (block 101a),1.339691,103.847092,28,3,6,191011,10
1,lorong 2 toa payoh (block 116),1.3404312,103.8461174,28,3,6,191011,10
1,angklong lane (faber garden condominium),1.362043,103.830378,29,3,5,191011,10
3,island gardens walk,1.362202,103.829647,29,3,5,191011,10
1,jalan gendang,1.3635882,103.82872,29,3,5,191011,10
1,buangkok green (block 582),1.379257,103.886345,30,3,5,191011,10
2,hougang avenue 4 (block 576),1.378354,103.8865745,30,3,5,191011,10
1,hougang street 51 (block 562),1.380954,103.889115,30,3,5,191011,10
1,hougang street 51 (block 564),1.380093,103.888682,30,3,5,191011,10
1,changi road,1.3183019,103.9085734,31,3,5,191011,10
1,lorong 110 changi,1.317771,103.909823,31,3,5,191011,10
2,telok kurau road,1.313662,103.910296,31,3,5,191011,10
1,telok kurau road (parc elegance),1.317730,103.908640,31,3,5,191011,10
1,jalan kechubong,1.385866,103.876192,32,4,5,191011,10
2,mugliston gardens,1.384736,103.877696,32,4,5,191011,10
2,mugliston park,1.385941,103.879093,32,4,5,191011,10
1,jurong east street 13 (block 102),1.336238,103.738213,33,2,5,191011,10
1,jurong east street 13 (block 109),1.3383535,103.7358575,33,2,5,191011,10
1,jurong east street 13 (block 110),1.3390039,103.7365254,33,2,5,191011,10
1,jurong east street 13 (block 114),1.339263,103.734568,33,2,5,191011,10
1,jurong east street 13 (westmere),1.337447,103.736459,33,2,5,191011,10
1,tampines street 43 (block 483),1.361461,103.952624,34,3,5,191011,10
1,tampines street 43 (block 493e),1.3626482,103.9520369,34,3,5,191011,10
3,tampines street 43 (block 496b),1.361575,103.951045,34,3,5,191011,10
4,faber drive,1.321152,103.758058,35,4,4,191011,10
1,jalan mutiara (latitude),1.296250,103.828394,36,4,4,191011,10
1,jalan mutiara (the montana),1.296220,103.829214,36,4,4,191011,10
1,nathan road (nathan suites),1.295069,103.827054,36,4,4,191011,10
1,shanghai road (studio 3),1.295818,103.827552,36,4,4,191011,10
1,lorong pisang hijau,1.344223,103.772792,37,4,4,191011,10
3,yuk tong avenue,1.344248,103.774273,37,4,4,191011,10
3,ang mo kio avenue 3 (block 428),1.368981,103.8543392,38,3,3,191011,10
1,choa chu kang street 51 (block 535),1.391459,103.743707,39,3,3,191011,10
1,choa chu kang street 51 (block 537),1.392116,103.744215,39,3,3,191011,10
1,choa chu kang street 52 (block 540),1.392988,103.7436522,39,3,3,191011,10
1,compassvale bow (block 264b),1.381415,103.896518,40,3,3,191011,10
2,rivervale link (the rivervale),1.380482,103.898345,40,3,3,191011,10
2,cowdray avenue,1.3680896,103.8641538,41,2,3,191011,10
1,portchester avenue,1.366584,103.864022,41,2,3,191011,10
1,elias road (block 604),1.376311,103.943261,42,1,3,191011,10
2,elias road (oasis @ elias),1.377269,103.941453,42,1,3,191011,10
1,fernvale link (block 414a),1.389553,103.879616,43,3,3,191011,10
1,fernvale link (block 418a),1.391179,103.880374,43,3,3,191011,10
1,gerald drive (seletar springs condominium),1.387676,103.879063,43,3,3,191011,10
1,jurong west street 42 (block 448),1.352626,103.71963,44,3,3,191011,10
1,jurong west street 42 (block 449),1.3522689,103.7184469,44,3,3,191011,10
1,jurong west street 42 (block 450),1.352223,103.717182,44,3,3,191011,10
3,peakville walk,1.333334,103.944312,45,3,3,191011,10
1,rivervale crescent,1.3893188,103.9066489,46,1,3,191011,10
1,rivervale crescent (block 180c),1.3932424,103.9039265,46,1,3,191011,10
1,rivervale crescent (block 180d),1.389421,103.910439,46,1,3,191011,10
3,upper serangoon view (rio vista),1.373029,103.902000,47,1,3,191011,10
1,ang mo kio avenue 10 (block 415),1.364413,103.8536589,48,2,2,191011,10
1,ang mo kio avenue 10 (block 418),1.364935,103.853958,48,2,2,191011,10
1,bayshore road (costa del sol),1.311579,103.939123,49,2,2,191011,10
1,bayshore road (the bayshore),1.312450,103.938021,49,2,2,191011,10
1,bedok reservoir road (block 711),1.3360228,103.923599,50,2,2,191011,10
1,bedok reservoir road (block 719),1.336439,103.924689,50,2,2,191011,10
1,binchang walk,1.351240,103.846505,51,1,2,191011,10
1,bishan street 21 (bishan 8),1.349199,103.846812,51,1,2,191011,10
2,boon lay drive (block 197b),1.343977,103.713529,52,1,2,191011,10
2,commonwealth avenue (commonwealth towers),1.295318,103.806194,53,2,2,191011,10
1,hougang street 11 (block 154),1.352269,103.8801,54,2,2,191011,10
1,hougang street 11 (the minton),1.351547,103.881843,54,2,2,191011,10
1,pasir ris street 11 (block 114),1.368533,103.954686,55,2,2,191011,10
1,pasir ris street 11 (block 119),1.3675237,103.9547238,55,2,2,191011,10
2,pasir ris street 71 (block 749),1.378554,103.934390,56,1,2,191011,10
1,rivervale drive (block 121),1.38665,103.904662,57,2,2,191011,10
1,sengkang east way (block 121d),1.385855,103.905478,57,2,2,191011,10
2,tampines street 72 (block 722),1.359972,103.935626,58,2,2,191011,10
1,teck whye avenue (block 7),1.3814852,103.7545528,59,2,2,191011,10
1,teck whye cresscent (block 165a),1.382752,103.753544,59,2,2,191011,10
1,upper serangoon crescent (block 471a),1.378216,103.901760,60,1,2,191011,10
1,upper serangoon crescent (riversails),1.378688,103.902681,60,1,2,191011,10
1,woodlands drive 72 (woodsvale),1.443588,103.804551,61,2,2,191011,10
1,woodlands rise (block 785d),1.447070,103.805022,61,2,2,191011,10
