2,chai chee road (block 19),1.327521,103.922250,3,16,105,190610,6
2,chai chee road (block 22),1.325333,103.921774,3,16,105,190610,6
1,chai chee road (block 24),1.32485,103.922454,3,16,105,190610,6
1,chai chee road (block 25),1.323810,103.924171,3,16,105,190610,6
1,chai chee road (block 27),1.324299,103.923418,3,16,105,190610,6
2,chai chee road (block 59),1.3247945,103.9203419,3,16,105,190610,6
6,chai chee road (block 61),1.3250766,103.9205908,3,16,105,190610,6
1,chai chee road (block 62),1.32546,103.921224,3,16,105,190610,6
7,chai chee road (block 63),1.3260641,103.9214434,3,16,105,190610,6
1,chai chee road (block 803),1.324176,103.922682,3,16,105,190610,6
1,chai chee road (block 804),1.324303,103.9220349,3,16,105,190610,6
4,chai chee road (block 805),1.3243884,103.9216714,3,16,105,190610,6
1,chai chee street,1.328471,103.922565,3,16,105,190610,6
5,geylang road,1.313431,103.883767,4,18,85,190610,6
3,guillemard road,1.31127,103.8857029,4,18,85,190610,6
6,lorong 6 geylang,1.3117088,103.8764514,4,18,85,190610,6
2,lorong 8 geylang,1.3108955,103.8771507,4,18,85,190610,6
1,lorong 10 geylang,1.3120539,103.8775528,4,18,85,190610,6
5,lorong 12 geylang,1.3111091,103.8783904,4,18,85,190610,6
1,lorong 13 geylang,1.3139671,103.8773437,4,18,85,190610,6
8,lorong 14 geylang,1.3113118,103.8791529,4,18,85,190610,6
1,lorong 14 geylang (wing fong court),1.3113237,103.8793207,4,18,85,190610,6
9,lorong 16 geylang,1.310902,103.8799478,4,18,85,190610,6
1,lorong 17 geylang,1.3143559,103.878466,4,18,85,190610,6
3,lorong 18 geylang,1.311654,103.880688,4,18,85,190610,6
2,lorong 19 geylang,1.3138975,103.8791922,4,18,85,190610,6
10,lorong 20 geylang,1.3111948,103.8813428,4,18,85,190610,6
2,lorong 20 geylang (#1 suites),1.3124748,103.8815441,4,18,85,190610,6
1,lorong 20 geylang (treasures@g20),1.311450,103.881566,4,18,85,190610,6
9,lorong 22 geylang,1.3121935,103.8822215,4,18,85,190610,6
7,lorong 23 geylang,1.3148629,103.881296,4,18,85,190610,6
1,sims avenue,1.3158597,103.8867148,4,18,85,190610,6
8,westerhout road,1.3110784,103.8807364,4,18,85,190610,6
8,jalan lembah thomson,1.3530531,103.8336102,5,31,64,190610,6
14,jalan pelatina,1.350357,103.833280,5,31,64,190610,6
1,soo chow way,1.353075,103.832076,5,31,64,190610,6
26,taman permata,1.350182,103.832420,5,31,64,190610,6
12,thomson ridge,1.3525281,103.8338546,5,31,64,190610,6
3,upper thomson road (lakeview),1.348360,103.835145,5,31,64,190610,6
1,woodlands avenue 4 (block 610),1.435609,103.796532,6,12,41,190610,6
2,woodlands drive 42 (block 601),1.438655,103.796578,6,12,41,190610,6
2,woodlands drive 42 (block 602),1.438177,103.796319,6,12,41,190610,6
2,woodlands drive 42 (block 604),1.437137,103.796330,6,12,41,190610,6
2,woodlands drive 50 (block 896c),1.436984,103.793118,6,12,41,190610,6
2,woodlands drive 50 (block 897a),1.436478,103.7940791,6,12,41,190610,6
3,woodlands drive 50 (block 898a),1.4353183,103.794739,6,12,41,190610,6
1,woodlands drive 50 (block 898b),1.435169,103.795156,6,12,41,190610,6
1,woodlands drive 50 (block 899b),1.4361785,103.7952751,6,12,41,190610,6
3,woodlands drive 50 (block 899c),1.436523,103.795508,6,12,41,190610,6
1,woodlands ring road (block 606),1.4367814,103.7972005,6,12,41,190610,6
3,woodlands ring road (block 607),1.436543,103.7963595,6,12,41,190610,6
1,woodlands ring road (block 652),1.4379193,103.7997429,6,12,41,190610,6
2,woodlands ring road (block 653),1.437975,103.7988913,6,12,41,190610,6
1,woodlands ring road (block 655),1.4374164,103.7983743,6,12,41,190610,6
1,woodlands ring road (block 656),1.436831,103.799082,6,12,41,190610,6
1,woodlands ring road (block 658),1.4365385,103.7996087,6,12,41,190610,6
2,woodlands ring road (block 665),1.437954,103.797488,6,12,41,190610,6
2,woodlands ring road (block 666),1.438492,103.797417,6,12,41,190610,6
1,woodlands ring road (block 667),1.438617,103.7979275,6,12,41,190610,6
1,woodlands ring road (block 668),1.438962,103.798408,6,12,41,190610,6
6,woodlands ring road (block 669),1.438450,103.798542,6,12,41,190610,6
2,aljunied road,1.3222397,103.8814533,7,13,37,190610,6
3,geylang road,1.313431,103.883767,7,13,37,190610,6
2,guillemard road,1.31127,103.8857029,7,13,37,190610,6
4,guillemard road (guillemard suites),1.310716,103.882551,7,13,37,190610,6
4,jalan molek,1.3115722,103.882711,7,13,37,190610,6
3,jalan suka,1.312195,103.882622,7,13,37,190610,6
3,lorong 22 geylang,1.3121935,103.8822215,7,13,37,190610,6
1,lorong 22 geylang (prime residence),1.311241,103.882425,7,13,37,190610,6
1,lorong 24 geylang (#1loft),1.312852,103.883513,7,13,37,190610,6
1,lorong 24 geylang (edenz loft),1.312534,103.883377,7,13,37,190610,6
1,lorong 25a geylang,1.3151949,103.883079,7,13,37,190610,6
4,lorong 26 geylang,1.313615,103.884772,7,13,37,190610,6
1,lorong 26 geylang (casa aerata),1.312331,103.885046,7,13,37,190610,6
1,lorong 27 geylang (the alcove),1.3146681,103.8841387,7,13,37,190610,6
1,lorong 27a geylang (sims green),1.314382,103.884621,7,13,37,190610,6
3,lorong 28 geylang,1.311471,103.885631,7,13,37,190610,6
2,lorong 30 geylang (suites28),1.312728,103.885999,7,13,37,190610,6
1,bedok reservoir road (block 103),1.328835,103.9091399,8,6,37,190610,6
3,foo kim lin road (tropika east),1.328887,103.906989,8,6,37,190610,6
1,jalan eunos,1.3243633,103.9054879,8,6,37,190610,6
4,jalan eunos (euhabitat),1.328053,103.906396,8,6,37,190610,6
1,jalan eunos (eunos mansion),1.329792,103.905681,8,6,37,190610,6
13,jalan punai,1.3296033,103.9086125,8,6,37,190610,6
8,jalan rimau,1.3290483,103.9080195,8,6,37,190610,6
1,jalan singa (singa hills),1.330378,103.908309,8,6,37,190610,6
5,teo kim eng road,1.3281311,103.9085615,8,6,37,190610,6
4,woodlands avenue 4 (block 844),1.443918,103.793098,9,6,35,190610,6
1,woodlands street 82 (block 817),1.441871,103.790869,9,6,35,190610,6
1,woodlands street 82 (block 839),1.442681,103.791677,9,6,35,190610,6
1,woodlands street 82 (block 840),1.443882,103.792246,9,6,35,190610,6
2,woodlands street 82 (block 842),1.443474,103.792306,9,6,35,190610,6
1,woodlands street 82 (block 845),1.442764,103.792787,9,6,35,190610,6
1,woodlands street 82 (block 847),1.442161,103.791683,9,6,35,190610,6
2,woodlands street 82 (block 850),1.4410024,103.7919295,9,6,35,190610,6
3,woodlands street 83 (block 831),1.439607,103.791327,9,6,35,190610,6
1,woodlands street 83 (block 832),1.4397271,103.7907709,9,6,35,190610,6
1,woodlands street 83 (block 833),1.440147,103.790544,9,6,35,190610,6
7,woodlands street 83 (block 834),1.440054,103.791139,9,6,35,190610,6
4,woodlands street 83 (block 835),1.4404391,103.7909712,9,6,35,190610,6
1,woodlands street 83 (block 836),1.4401122,103.7916226,9,6,35,190610,6
1,woodlands street 83 (block 854),1.4398617,103.7930491,9,6,35,190610,6
2,woodlands street 83 (block 865),1.441139,103.792607,9,6,35,190610,6
1,woodlands street 83 (block 866),1.441642,103.792699,9,6,35,190610,6
1,woodlands street 83 (block 867),1.442339,103.793052,9,6,35,190610,6
1,cassia crescent (block 28),1.309052,103.883532,10,13,26,190610,6
1,cassia crescent (block 30),1.309498,103.883285,10,13,26,190610,6
3,cassia crescent (block 52),1.3106881,103.8851742,10,13,26,190610,6
1,cassia crescent (block 54),1.310057,103.884573,10,13,26,190610,6
12,cassia crescent (block 56),1.310349,103.88335,10,13,26,190610,6
1,guillemard crescent,1.309357,103.880857,10,13,26,190610,6
1,jalan tiga (block 45),1.308676,103.884518,10,13,26,190610,6
1,pine close (block 9),1.3095125,103.8824164,10,13,26,190610,6
1,pine close (block 10),1.3090736,103.8823306,10,13,26,190610,6
1,pine close (block 11),1.3080132,103.88274,10,13,26,190610,6
3,pine close (block 12),1.3086699,103.8823276,10,13,26,190610,6
1,woodlands drive 14 (block 501),1.432898,103.791986,11,7,23,190610,6
1,woodlands drive 14 (block 502),1.433284,103.791802,11,7,23,190610,6
1,woodlands drive 14 (block 502a),1.433319,103.791334,11,7,23,190610,6
4,woodlands drive 14 (block 503),1.432591,103.791636,11,7,23,190610,6
4,woodlands drive 14 (block 504),1.433000,103.791116,11,7,23,190610,6
1,woodlands drive 14 (block 505),1.432140,103.791166,11,7,23,190610,6
2,woodlands drive 14 (block 506),1.4325694,103.790712,11,7,23,190610,6
1,woodlands drive 14 (block 514),1.4347896,103.7895217,11,7,23,190610,6
1,woodlands drive 14 (block 515),1.4349314,103.7903092,11,7,23,190610,6
1,woodlands drive 14 (block 516),1.4347046,103.7909724,11,7,23,190610,6
2,woodlands drive 14 (block 518),1.434432,103.791587,11,7,23,190610,6
2,woodlands drive 14 (block 520),1.4342299,103.792223,11,7,23,190610,6
1,woodlands drive 14 (block 525),1.432418,103.793172,11,7,23,190610,6
1,woodlands drive 14 (block 527),1.431885,103.792172,11,7,23,190610,6
1,bedok north avenue 1 (block 520),1.3305071,103.9280764,12,10,19,190610,6
2,bedok north avenue 1 (block 521),1.330344,103.92689,12,10,19,190610,6
1,bedok north avenue 1 (block 522),1.330650,103.926952,12,10,19,190610,6
3,bedok north avenue 1 (block 552),1.3319154,103.9272974,12,10,19,190610,6
2,bedok north avenue 2 (block 512),1.3333306,103.9291264,12,10,19,190610,6
1,bedok north avenue 2 (block 514),1.332272,103.928907,12,10,19,190610,6
2,bedok north avenue 2 (block 515),1.332119,103.929894,12,10,19,190610,6
2,bedok north avenue 2 (block 517),1.331051,103.929089,12,10,19,190610,6
1,bedok north avenue 2 (block 518),1.331656,103.928913,12,10,19,190610,6
2,bedok north street 3 (block 501),1.3312204,103.9311824,12,10,19,190610,6
1,bedok north street 3 (block 547),1.3303879,103.925242,12,10,19,190610,6
1,bedok north street 3 (block 554),1.33285,103.928014,12,10,19,190610,6
6,hougang avenue 8 (block 501),1.3722463,103.8867728,13,5,19,190610,6
3,hougang avenue 8 (block 502),1.3727349,103.8868168,13,5,19,190610,6
6,hougang avenue 8 (block 506),1.3728322,103.8875854,13,5,19,190610,6
2,hougang avenue 8 (block 507),1.3725038,103.8873743,13,5,19,190610,6
1,hougang avenue 10 (block 510),1.3716071,103.8885838,13,5,19,190610,6
1,hougang avenue 10 (block 511),1.3719567,103.8887509,13,5,19,190610,6
1,angsana avenue,1.3313502,103.8745033,14,4,18,190610,6
2,belimbing avenue,1.3325466,103.8767803,14,4,18,190610,6
3,jalan wangi,1.330924,103.874287,14,4,18,190610,6
7,kee choe avenue,1.3314963,103.8731082,14,4,18,190610,6
1,lorong kembang,1.331222,103.873899,14,4,18,190610,6
1,puay hee avenue,1.3316698,103.8711799,14,4,18,190610,6
1,siak kew avenue,1.3300132,103.8711381,14,4,18,190610,6
2,wan tho avenue,1.3325277,103.8717469,14,4,18,190610,6
1,jurong east street 21 (block 209),1.337947,103.739687,15,9,18,190610,6
2,jurong east street 21 (block 212),1.339083,103.740362,15,9,18,190610,6
1,jurong east street 21 (block 233),1.340381,103.740909,15,9,18,190610,6
3,jurong east street 21 (block 238),1.340628,103.7404619,15,9,18,190610,6
3,jurong east street 24 (block 246),1.341836,103.7400365,15,9,18,190610,6
3,jurong east street 24 (block 248),1.342228,103.7400798,15,9,18,190610,6
3,jurong east street 24 (block 250),1.3426065,103.7399169,15,9,18,190610,6
1,jurong east street 24 (block 257),1.344532,103.738922,15,9,18,190610,6
1,jurong east street 24 (block 261),1.3444496,103.7402215,15,9,18,190610,6
3,dido street,1.3210625,103.925834,16,4,17,190610,6
1,ernani street,1.3195641,103.925125,16,4,17,190610,6
1,fidelio street,1.3189118,103.9252512,16,4,17,190610,6
1,jalan bintang tiga,1.3221089,103.9253534,16,4,17,190610,6
2,metropole drive,1.3215861,103.9255817,16,4,17,190610,6
3,norma terrace,1.320838,103.925261,16,4,17,190610,6
5,rienzi street,1.3205852,103.9260406,16,4,17,190610,6
1,swan lake avenue,1.3205764,103.9246779,16,4,17,190610,6
2,belimbing avenue,1.3325466,103.8767803,17,7,16,190610,6
1,belimbing road,1.332535,103.876622,17,7,16,190610,6
2,butterfly avenue,1.3339342,103.8767922,17,7,16,190610,6
4,chempaka avenue,1.3320058,103.8769681,17,7,16,190610,6
1,kenanga avenue,1.332358,103.876121,17,7,16,190610,6
2,lichi avenue,1.3331871,103.876578,17,7,16,190610,6
2,macpherson road,1.331082,103.8785853,17,7,16,190610,6
2,mulberry avenue,1.331199,103.8765133,17,7,16,190610,6
7,changi road,1.3183019,103.9085734,18,5,16,190610,6
1,jalan kembangan,1.3229846,103.9135542,18,5,16,190610,6
3,jalan sayang,1.322645,103.915034,18,5,16,190610,6
1,jalan senyum,1.3226043,103.9143789,18,5,16,190610,6
4,siglap hill,1.320267,103.918242,18,5,16,190610,6
1,choa chu kang avenue 3 (block 401),1.379734,103.739655,19,5,16,190610,6
1,choa chu kang avenue 3 (block 406),1.380349,103.740211,19,5,16,190610,6
1,choa chu kang avenue 4 (block 411),1.380943,103.741017,19,5,16,190610,6
1,choa chu kang avenue 4 (block 414),1.38222,103.7421869,19,5,16,190610,6
1,choa chu kang avenue 4 (block 417),1.383055,103.741432,19,5,16,190610,6
2,choa chu kang avenue 4 (block 418),1.3824069,103.7413617,19,5,16,190610,6
2,choa chu kang avenue 4 (block 420),1.3814439,103.741394,19,5,16,190610,6
3,choa chu kang avenue 4 (block 423),1.382033,103.740285,19,5,16,190610,6
1,choa chu kang avenue 4 (block 424),1.381515,103.740272,19,5,16,190610,6
2,choa chu kang avenue 4 (block 425),1.381167,103.73938,19,5,16,190610,6
1,choa chu kang central (block 355),1.383082,103.7438709,19,5,16,190610,6
2,kurau terrace,1.3120044,103.9155887,20,8,16,190610,6
1,lorong j telok kurau,1.3140902,103.910914,20,8,16,190610,6
6,lorong k telok kurau,1.3128427,103.9106438,20,8,16,190610,6
1,lorong k telok kurau (la vida @ 130),1.313650,103.914738,20,8,16,190610,6
1,lorong k telok kurau (sunnyvale residences),1.313757,103.915086,20,8,16,190610,6
5,lorong l telok kurau,1.3118335,103.9110688,20,8,16,190610,6
2,woodlands crescent (northoaks),1.445207,103.806654,21,2,14,190610,6
8,woodlands drive 72 (woodsvale),1.443588,103.804551,21,2,14,190610,6
1,woodlands rise (block 784a),1.445253,103.805222,21,2,14,190610,6
1,woodlands rise (block 785a),1.446513,103.804823,21,2,14,190610,6
2,woodlands rise (block 785d),1.447070,103.805022,21,2,14,190610,6
1,chai chee road (block 1),1.328023,103.922616,22,6,13,190610,6
1,chai chee street (block 50),1.329404,103.922215,22,6,13,190610,6
3,chai chee street (block 52),1.3287588,103.9209019,22,6,13,190610,6
3,chai chee street (block 53),1.3285095,103.9199125,22,6,13,190610,6
5,chai chee street (block 54),1.3295729,103.921377,22,6,13,190610,6
2,yishun avenue 6 (block 403),1.426981,103.848472,23,2,13,190610,6
4,yishun avenue 6 (block 406),1.426383,103.849192,23,2,13,190610,6
2,yishun avenue 11 (block 415),1.424655,103.845732,23,2,13,190610,6
3,yishun ring road (block 402),1.426676,103.847306,23,2,13,190610,6
2,yishun ring road (block 411),1.425964,103.8476529,23,2,13,190610,6
1,changi road,1.3183019,103.9085734,24,6,11,190610,6
2,joo chiat avenue,1.3161048,103.9125246,24,6,11,190610,6
1,joo chiat place,1.3143852,103.9068191,24,6,11,190610,6
3,joo chiat walk,1.3152094,103.9132721,24,6,11,190610,6
2,lorong g telok kurau,1.3171331,103.9100968,24,6,11,190610,6
2,lorong j telok kurau,1.3140902,103.910914,24,6,11,190610,6
2,corporation road (lakeholmz),1.341984,103.716361,25,5,11,190610,6
1,lakepoint drive (lakepoint condominium),1.340464,103.716692,25,5,11,190610,6
1,lakeside drive (the lakefront residences),1.342914,103.719586,25,5,11,190610,6
7,lakeside drive (caspian),1.342879,103.718006,25,5,11,190610,6
1,jalan chermat,1.3505304,103.8770482,26,4,11,190610,6
1,lew lian vale (jade residences),1.349176,103.877988,26,4,11,190610,6
2,lorong lew lian,1.350235,103.877456,26,4,11,190610,6
1,lorong lew lian (block 3),1.3505557,103.8760861,26,4,11,190610,6
1,lorong lew lian (block 6),1.349461,103.877283,26,4,11,190610,6
1,lorong ong lye,1.3479061,103.8790304,26,4,11,190610,6
1,lorong ong lye (rosalia park),1.349385,103.879195,26,4,11,190610,6
1,serangoon central (block 417),1.349826,103.875076,26,4,11,190610,6
1,serangoon central (block 419),1.349254,103.8758048,26,4,11,190610,6
1,serangoon terrace,1.347866,103.877636,26,4,11,190610,6
3,jurong west street 52 (block 516),1.345444,103.7201709,27,4,11,190610,6
4,jurong west street 52 (block 517c),1.344936,103.719972,27,4,11,190610,6
4,jurong west street 52 (block 517d),1.344927,103.7194109,27,4,11,190610,6
4,hougang avenue 1 (block 111),1.354879,103.888869,28,5,9,190610,6
2,hougang avenue 1 (block 112),1.354482,103.888688,28,5,9,190610,6
1,jalan lepas,1.3560646,103.8880572,28,5,9,190610,6
1,jalan pelikat,1.3545246,103.8868884,28,5,9,190610,6
1,jalan pelikat (the promenade@pelikat),1.355331,103.887871,28,5,9,190610,6
3,lorong j telok kurau,1.3140902,103.910914,29,7,9,190610,6
1,lorong k telok kurau (palm galleria),1.312927,103.911708,29,7,9,190610,6
1,lorong k telok kurau (the cristallo),1.312708,103.911476,29,7,9,190610,6
1,lorong l telok kurau,1.3118335,103.9110688,29,7,9,190610,6
2,lorong l telok kurau (le conney park),1.312258,103.911844,29,7,9,190610,6
1,lorong k telok kurau,1.3128427,103.9106438,29,7,9,190610,6
1,cowdray avenue,1.3680896,103.8641538,30,4,8,190610,6
4,huddington avenue,1.367706,103.865181,30,4,8,190610,6
2,kingswear avenue,1.368323,103.865368,30,4,8,190610,6
1,tavistock avenue,1.3681902,103.8626332,30,4,8,190610,6
2,jalan chempedak,1.3710375,103.8294069,31,6,8,190610,6
3,jalan lanjut,1.3704795,103.8312024,31,6,8,190610,6
3,jalan menarong,1.3709941,103.8298802,31,6,8,190610,6
6,ang mo kio avenue 2,1.372733,103.8331724,32,5,7,190610,6
1,thomson walk,1.3765497,103.8326817,32,5,7,190610,6
3,bedok north street 3 (block 503),1.331509,103.932443,33,5,7,190610,6
3,bedok north street 3 (block 504),1.331868,103.9323092,33,5,7,190610,6
1,bedok north avenue 3 (block 505),1.331829,103.933380,33,5,7,190610,6
1,hougang avenue 5 (block 302),1.368509,103.894499,34,7,7,190610,6
4,hougang avenue 5 (block 327),1.368256,103.8961549,34,7,7,190610,6
1,hougang avenue 7 (block 336),1.3693387,103.8981765,34,7,7,190610,6
1,upper serangoon road (block 365d),1.369671,103.896585,34,7,7,190610,6
3,lorong l telok kurau,1.3118335,103.9110688,35,7,7,190610,6
3,lorong m telok kurau,1.3107682,103.9115566,35,7,7,190610,6
1,lorong n telok kurau,1.3099175,103.9118873,35,7,7,190610,6
1,hougang avenue 1 (block 101),1.3550354,103.891224,36,6,6,190610,6
2,hougang avenue 1 (block 102),1.3550177,103.8907254,36,6,6,190610,6
1,hougang avenue 1 (block 104),1.354793,103.890305,36,6,6,190610,6
2,hougang street 22 (block 239),1.356016,103.890407,36,6,6,190610,6
5,jalan leban,1.3731142,103.8307357,37,6,6,190610,6
1,jalan tarum,1.3738826,103.8315829,37,6,6,190610,6
1,bedok lane,1.328839,103.948045,38,5,5,190610,6
1,bedok road,1.3265276,103.9512545,38,5,5,190610,6
2,jalan chempaka puteh,1.3298347,103.9497026,38,5,5,190610,6
1,upper bedok road,1.329490,103.947729,38,5,5,190610,6
1,choa chu kang avenue 4 (block 307),1.385349,103.742568,39,5,5,190610,6
1,choa chu kang avenue 4 (block 432),1.384635,103.741775,39,5,5,190610,6
1,choa chu kang avenue 4 (block 435),1.385081,103.7408559,39,5,5,190610,6
2,choa chu kang loop (the warren),1.386300,103.743123,39,5,5,190610,6
2,geylang road,1.313431,103.883767,40,3,5,190610,6
3,lorong 33 geylang,1.3152493,103.8877469,40,3,5,190610,6
1,hougang avenue 3 (block 249),1.3596597,103.8917267,41,5,5,190610,6
3,hougang avenue 3 (block 254),1.3602716,103.8912596,41,5,5,190610,6
1,tampines road,1.3686923,103.9101195,41,5,5,190610,6
3,ang mo kio avenue 10 (block 463),1.366893,103.857517,42,4,4,190610,6
1,ang mo kio avenue 10 (block 466),1.365868,103.856877,42,4,4,190610,6
3,fidelio street,1.3189118,103.9252512,43,3,4,190610,6
1,taman siglap,1.3202229,103.9211019,43,3,4,190610,6
1,geylang east avenue 1 (block 132),1.3162132,103.8858256,44,4,4,190610,6
1,geylang east avenue 1 (block 134),1.315968,103.885892,44,4,4,190610,6
1,geylang east avenue 1 (central grove),1.315965,103.884659,44,4,4,190610,6
1,lorong 27 geylang,1.315297,103.8837269,44,4,4,190610,6
1,joo chiat place,1.3143852,103.9068191,45,3,4,190610,6
1,joo chiat road,1.309934,103.9020481,45,3,4,190610,6
2,langsat road,1.3154167,103.9029252,45,3,4,190610,6
1,lengkong empat (astor),1.328809,103.912964,46,2,4,190610,6
1,lengkong empat (grosvenor view),1.327522,103.911584,46,2,4,190610,6
1,lengkong lima,1.327426,103.913608,46,2,4,190610,6
1,lengkong tiga (starville),1.328339,103.911841,46,2,4,190610,6
2,lorong 2 toa payoh (block 141),1.335751,103.845839,47,4,4,190610,6
1,lorong 2 toa payoh (block 145),1.3352635,103.8459964,47,4,4,190610,6
1,lorong 2 toa payoh (block 153),1.33368,103.8456,47,4,4,190610,6
1,lorong m telok kurau,1.3107682,103.9115566,48,4,4,190610,6
1,lorong m telok kurau (the seawind),1.310867,103.914254,48,4,4,190610,6
2,lorong n telok kurau,1.3099175,103.9118873,48,4,4,190610,6
1,pasir ris street 21 (block 269),1.365264,103.963686,49,4,4,190610,6
2,pasir ris street 21 (block 271),1.36585,103.964175,49,4,4,190610,6
1,pasir ris street 21 (block 272),1.365039,103.964370,49,4,4,190610,6
